link,headline,source,date,description,category
https://edition.cnn.com/2024/09/10/health/exercise-fat-storage-wellness/index.html,"Exercise may help you store fat better, new research suggests",CNN,2024-09-10,"Exercise doesn’t just help you lose fat. It could also promote healthier fat, according to a new study.",health
https://edition.cnn.com/2024/09/12/health/phones-screens-kids-language-development/index.html,"When parents are on their phones a lot, here’s what happens to their kids",CNN,2024-09-12,"Parents who stare at their screens instead of talking to their kids aren’t just modeling poor behavior — they could be hindering their children’s language development, a new study found.",health
https://edition.cnn.com/2024/09/14/science/neanderthal-discovery-science-newsletter-wt/index.html,Puzzling fossil discovery could reveal why Neanderthals disappeared,CNN,2024-09-14,Some chapters of human history are more poignant to revisit than others.,health
https://edition.cnn.com/2024/09/09/health/pfas-explainer-wellness/index.html,"These common chemicals could affect your health all over your body, expert says",CNN,2024-09-09,"There are chemicals in cookware, food, water, clothes and furniture that could cause problems for people’s health.",health
https://edition.cnn.com/2024/09/09/health/mammogram-breast-density-fda-wellness/index.html,Women will soon be notified about their breast density after a mammogram. Here’s what that means,CNN,2024-09-09,"Having dense breasts can put women at higher risk of breast cancer and make it more difficult to spot cancer on a mammogram, but many don’t realize it’s a significant risk.",health
https://edition.cnn.com/2024/09/14/science/ancient-dna-easter-island-collapse/index.html,"New evidence upends contentious Easter Island theory, scientists say",CNN,2024-09-14,"Rapa Nui, also known as Easter Island, never experienced a ruinous population collapse, according to an analysis of ancient DNA from 15 former inhabitants of the remote island in the Pacific Ocean.",health
https://edition.cnn.com/2024/09/06/health/parents-phone-addiction-wellness/index.html,It’s time for parents to learn manners around phone use,CNN,2024-09-06,While school administrators and parents focus on phone bans in schools as kids head back to school — and rightfully so — we also need to pay attention to the other places where phone use (and overuse) occurs.,health
https://edition.cnn.com/2024/09/12/health/trump-abortion-after-birth/index.html,The origins of Trump’s false claim that Democrats want to allow ‘execution’ of babies after birth,CNN,2024-09-12,"At Tuesday night’s presidential debate, when former President Donald Trump was asked about his stance on abortion access, he offered a now-familiar explanation for his support for gestational abortion limits early in pregnancy and for overturning Roe v. Wade: the idea that, otherwise, after-birth execution of newborns would be allowed.",health
https://edition.cnn.com/2024/09/12/health/lead-cinnamon-powder-spices-wellness/index.html,"High lead levels found in cinnamon and spice blends from 12 brands, report finds",CNN,2024-09-12,"High levels of lead were found in 12 brands of cinnamon powder and multi-spice powders, according to testing released Thursday by Consumer Reports, a nonprofit that helps consumers evaluate goods and services.",health
https://edition.cnn.com/2024/09/09/entertainment/jack-white-meg-white-trump-seven-nation-army/index.html,The White Stripes sue Trump campaign over use of ‘Seven Nation Army’,CNN,2024-09-09,"The Trump campaign may be “goin’ to Wichita” before the November election, but The White Stripes would prefer former President Donald Trump stop traveling with their music as part of his playlist.",entertainment
https://edition.cnn.com/2024/09/09/entertainment/bruce-springsteen-patti-scialfa-cancer/index.html,Bruce Springsteen’s wife Patti Scialfa says she was diagnosed with blood cancer in 2018,CNN,2024-09-09,"Patti Scialfa, a member of Bruce Springsteen’s E Street Band and the legendary rocker’s wife, reveals in a new documentary that she was diagnosed with a form of blood cancer in 2018.",entertainment
https://edition.cnn.com/2024/09/12/entertainment/janet-jackson-wardrobe-malfunction-queen-elizabeth/index.html,Janet Jackson reveals she had another wardrobe malfunction… and it involved Queen Elizabeth,CNN,2024-09-12,Janet Jackson is sharing a story that proves her infamous Super Bowl halftime show moment with Justin Timberlake wasn’t her only “wardrobe malfunction.”,entertainment
https://edition.cnn.com/2024/09/10/entertainment/travis-kelce-aaron-eanes-hollywood/index.html,From reality TV bachelor to burgeoning comedic actor: Travis Kelce’s manager opens up about his Hollywood evolution,CNN,2024-09-10,"Travis Kelce really didn’t want to participate in “Catching Kelce,” the 2016 E! reality show in which 50 women – one from each state – vied for the affection of the Kansas City Chiefs tight end, who was then not a household name.",entertainment
https://edition.cnn.com/2024/09/06/entertainment/catherine-ohara-bizarre-movie-moms-beetlejuice/index.html,Catherine O’Hara is the birthmother of bizarre movie moms. ‘Beetlejuice’ was only the beginning,CNN,2024-09-06,"You can call her a misunderstood artiste or a “stepmonster,” but any way you put it, Catherine O’Hara’s Delia Deetz in 1988’s “Beetlejuice” is a devilishly delicious pop culture mom in a class of her own.",entertainment
https://edition.cnn.com/2024/09/13/entertainment/video/entertainment-showbiz-hollywood-minute-mark-hamill-lego-star-wars-killers-game-dave-bautista-pom-klementieff,Hollywood Minute: Mark Hamill returns to ‘Star Wars’,CNN,2024-09-13,Hollywood Minute: Mark Hamill returns to ‘Star Wars’,entertainment
https://edition.cnn.com/2024/09/13/entertainment/justin-timberlake-plea-hearing/index.html,Justin Timberlake pleads guilty to lesser charge of driving while impaired; issues a public safety announcement,CNN,2024-09-13,"Justin Timberlake pleaded guilty to a lesser charge of driving while impaired in a deal with Suffolk County, New York prosecutors on Friday in connection with an incident from earlier this year.",entertainment
https://edition.cnn.com/2024/09/09/entertainment/kendrick-lamar-compton-to-super-bowl/index.html,Kendrick Lamar’s wordsmith journey to Super Bowl halftime headliner,CNN,2024-09-09,Now might be a good time to check on Drake as Kendrick Lamar appears to have executed a checkmate-move in what has been an historic hip-hop feud between the two artists.,entertainment
https://edition.cnn.com/2024/09/15/entertainment/janes-addiction-perry-farrell-dave-navarro/index.html,"Jane’s Addiction issues apology, cancels show after Perry Farrell and Dave Navarro’s on-stage scuffle",CNN,2024-09-15,Rock band Jane’s Addiction has issued an apology and announced the cancellation of their next concert after band members Dave Navarro and Perry Farrell were seen in an on-stage altercation at a recent show.,entertainment
https://edition.cnn.com/2024/09/15/entertainment/award-winners-emmys/index.html,See who won at the Emmy Awards,CNN,2024-09-15,"The 76th Primetime Emmy Awards are being presented Sunday, honoring some of the best shows and performances in television.",entertainment
https://edition.cnn.com/2024/09/02/entertainment/ian-mckellen-lord-rings-gandalf/index.html,Ian McKellen says ‘Lord of the Rings’ filmmakers ‘better be quick’ if they want him back as Gandalf,CNN,2024-09-02,"Sir Ian McKellen is willing to reprise his role as Gandalf in the “Lord of the Rings” franchise, but it needs to happen soon.",entertainment
https://edition.cnn.com/2024/08/30/entertainment/what-to-watch-fall-2024/index.html,Looking for something new to watch this fall? We’ve got you covered with the best in upcoming film and TV,CNN,2024-08-30,"While it seems like summer is lingering a while longer, autumn is just around the corner, which means more time to cozy up with some new content and a pumpkin spice latte.",entertainment
https://edition.cnn.com/2024/09/14/entertainment/have-i-got-news-for-you-stars/index.html,‘Have I Got News For You’ stars are here to help you laugh through the news,CNN,2024-09-14,Amber Ruffin has some thoughts about those who think that CNN isn’t necessarily the best home for comedy.,entertainment
https://edition.cnn.com/2024/09/11/entertainment/vmas-taylor-chappell-sabrina-katy/index.html,Top moments from the 40th MTV Video Music Awards,CNN,2024-09-11,"The 2024 MTV Video Music Awards were held on Wednesday and it was a night of female pop powerhouses, nostalgia and… aliens.",entertainment
https://edition.cnn.com/2024/09/11/entertainment/nikki-bella-divorce-artem-chigvintsev/index.html,Nikki Bella files for divorce two weeks after Artem Chigvintsev was arrested on suspicion of domestic violence,CNN,2024-09-11,"Two weeks after former “Dancing with the Stars” dancer Artem Chigvintsev was arrested on suspicion of domestic violence, his wife of two years Nikki Bella has filed for divorce.",entertainment
https://edition.cnn.com/2024/09/04/entertainment/winona-ryder-keanu-reeves-husband-wife/index.html,Winona Ryder and Keanu Reeves call each other husband and wife on their text chain,CNN,2024-09-04,Keanu Reeves and Winona Ryder are really taking that “married under the eyes of God” thing seriously.,entertainment
https://edition.cnn.com/2024/09/11/entertainment/chappell-roan-who-is-cec/index.html,Chappell Roan’s rise to stardom has been 10 years in the making. Here’s how she became famous,CNN,2024-09-11,"Chappell Roan is having the year of her life. Her songs are taking over TikTok, she’s touring the country to massive, record-breaking crowds and she’s been rising up the Billboard charts all summer long.",entertainment
https://edition.cnn.com/2024/09/13/entertainment/how-to-watch-emmy-nominated-shows/index.html,Where to watch the year’s top shows ahead of the Emmy Awards,CNN,2024-09-13,"It’s Emmy time, again.",entertainment
https://edition.cnn.com/2024/09/11/entertainment/tom-cruises-olympics-stunt/index.html,Tom Cruise’s payday for that Olympic stunt may surprise you,CNN,2024-09-11,Tom Cruise pulled off an impressive stunt at the Paris Olympics closing ceremony for which he was compensated by… thrill?,entertainment
https://edition.cnn.com/2024/09/11/entertainment/sean-combs-danity-kane-dawn-richard-lawsuit/index.html,Former member of Danity Kane accuses Sean ‘Diddy’ Combs of sexual battery in new lawsuit,CNN,2024-09-11,"Dawn Richard, a former member of Danity Kane, a musical group formed by Sean “Diddy” Combs as part of the MTV reality series “Making the Band,” has accused the producer of sexual battery, sexual harassment and false imprisonment, among other allegations, in a complaint filed Tuesday in New York federal court.",entertainment
https://edition.cnn.com/2024/09/10/entertainment/beyonce-gq-cover-story/index.html,Beyoncé talks protecting her peace and explains why we don’t have ‘Cowboy Carter’ and ‘Renaissance’ visuals,CNN,2024-09-10,"Beyoncé rarely does interviews. When she does, however, she definitely has some things to say.",entertainment
https://edition.cnn.com/2024/09/11/entertainment/mtv-vmas-2024-see-who-won/index.html,MTV VMAs 2024: See who won,CNN,2024-09-11,"MTV’s Video Music Awards (VMAs) took place Wednesday night in New York, where Taylor Swift won the event’s top prize for video of  the year.",entertainment
https://edition.cnn.com/2024/09/11/entertainment/taylor-swift-the-man-kamala-harris/index.html,"Following Swift endorsement, Harris makes provocative choice to play ‘The Man’ when leaving post-debate party",CNN,2024-09-11,"If song selections were a subtweet, Vice President Kamala Harris said a lot with “The Man” on Tuesday.",entertainment
https://edition.cnn.com/2024/09/09/entertainment/james-earl-jones-death/index.html,"James Earl Jones, iconic actor and memorable voice of Darth Vader and Mufasa, dead at 93",CNN,2024-09-09,You can’t think of James Earl Jones without hearing his voice.,entertainment
https://edition.cnn.com/2024/08/29/entertainment/tim-burton-geena-davis-alec-baldwin-beetlejuice-sequel/index.html,Tim Burton says Geena Davis and Alec Baldwin aren’t in ‘Beetlejuice’ sequel because he was ‘focused on something else’,CNN,2024-08-29,Director Tim Burton is shedding light on why Geena Davis and Alec Baldwin are not appearing in the upcoming “Beetlejuice” sequel.,entertainment
https://edition.cnn.com/2024/09/11/entertainment/jon-bon-jovi-nashville-bridge/index.html,"Jon Bon Jovi helped persuade a woman to come off the ledge of a Nashville bridge, police say",CNN,2024-09-11,Police in Nashville are crediting rock legend Jon Bon Jovi with coming to a woman’s aid on the Seigenthaler Pedestrian Bridge on Tuesday night.,entertainment
https://edition.cnn.com/2024/09/09/entertainment/video/hollywood-entertainment-movies-venice-film-festival-nicole-kidman-wolf-man-trailer-jamie-foxx-comedy-special,Hollywood Minute: Nicole Kidman wins big in Venice,CNN,2024-09-09,Hollywood Minute: Nicole Kidman wins big in Venice,entertainment
https://edition.cnn.com/entertainment/live-news/emmy-awards-levy-09-15-24/index.html,The 76th Primetime Emmy Awards,CNN,2024-09-15,This year’s In Memoriam was a little bit country with award-winning country singer Jelly Roll performing.,entertainment
https://edition.cnn.com/2024/09/03/entertainment/winona-ryder-catherine-ohara-beetlejuice-sequel-jenna-ortega/index.html,Winona Ryder and Catherine O’Hara explain why ‘Beetlejuice’ sequel took so long: Jenna Ortega ‘had to be born’,CNN,2024-09-03,"“Beetlejuice Beetlejuice” finally hits theaters this weekend, but some special magic had to happen for the followup to Tim Burton’s beloved 1988 classic to take shape.",entertainment
https://edition.cnn.com/2024/09/13/entertainment/terry-crews-hearing-impairment-physical-comedy/index.html,How a common hearing impairment helped Terry Crews master the art of physical comedy,CNN,2024-09-13,"While filming a scene for the 2004 slapstick comedy “White Chicks,” Terry Crews sat in a parked convertible and jubilantly sang along to famed pop-song-of-the-aughts “A Thousand Miles” by Vanessa Carlton. Smiling ear-to-ear, Crews animatedly belted out the lyrics in a now-classic scene that highlighted his knack for physical comedy, a performance technique that the athlete-turned-actor has since become known for.",entertainment
https://edition.cnn.com/2024/09/06/entertainment/secret-lives-of-mormon-wives-show/index.html,‘The Secret Lives of Mormon Wives’ cast react to the ‘wild’ backlash to the show’s trailer and title,CNN,2024-09-06,"What’s to say about a show featuring Mormon mom TikTok influencers, a sex scandal and Ben Affleck’s cousin? Plenty.",entertainment
https://edition.cnn.com/2024/09/13/entertainment/jennifer-hudson-christmas-album-talk-show/index.html,Jennifer Hudson is ready for the holidays and the new season of her talk show,CNN,2024-09-13,"While it’s been a decade since Jennifer Hudson released an album, she’s always singing.",entertainment
https://edition.cnn.com/2024/09/02/style/israel-haifa-museum-boy-broken-jar-returns-intl-hnk/index.html,"Boy who accidentally broke 3,500-year-old jar welcomed back to museum",CNN,2024-09-02,"As her 4-year-old son perused the Israeli museum’s ancient artifacts, Anna Geller looked away for just a moment. Then a crash sounded, a rare 3,500-year-old jar was broken on the ground, and her son stood over it, aghast.",style
https://edition.cnn.com/2024/09/10/style/tennis-balls-furniture-style-design/index.html,Meet the artist transforming tennis balls into furniture,CNN,2024-09-10,"In the last two years, tennis has taken over our closets (court-appropriate garb can be found everywhere from Skims to Miu Miu), our screens (who could forget Zendaya’s turn as the tennis protogé-turned-elite-coach Tashi Duncan in “Challengers”) and now — our living rooms.",style
https://edition.cnn.com/2024/08/25/style/volkswagen-beetle-mexico/index.html,"The VW Beetle evokes memories of years gone by, but in Mexico it’s still part of the present",CNN,2024-08-25,"﻿In today’s world of autonomous cars, keyless ignitions and charging ports, it’s hard to imagine just how big the tiny, two-door Volkswagen Beetle once was.",style
https://edition.cnn.com/2023/07/03/style/felipe-romero-beltran-dialect-spain-migration/index.html,Life in limbo: Photographer documents ‘Kafka-esque’ migrant experience,CNN,2023-07-03,"Photographer Felipe Romero Beltrán’s depiction of a migrant facility in Spain oozes with the boredom and malaise of life in legal limbo. His young subjects are seen smoking cigarettes, lifting weights and trimming one another’s hair. Other images show them hanging out in a grubby yard or lying around on mattresses.",style
https://edition.cnn.com/2024/08/21/style/lobster-luxury-status-symbol/index.html,How the lobster became an unlikely status symbol — and a ‘cultural icon’,CNN,2024-08-21,"Despite its shiny red exoskeleton and reputation as a bug of the sea, the lobster — though far from the world’s strangest delicacy — has long reigned as an unlikely luxury staple. As well as a high-ticket menu item, the crustacean is also a longstanding symbol of opulence in art and fashion, reaching cultural status beyond other culinary indulgences like caviar or pricey cuts of steak.",style
https://edition.cnn.com/2024/09/13/style/video/engagement-ring-advice-jewelry-brand-kimai-digvid,"Would you buy yourself an engagement ring, ‘just because’?",CNN,2024-09-13,"Would you buy yourself an engagement ring, ‘just because’?",style
https://edition.cnn.com/style/greg-du-toit-photographer-south-africa-spc/index.html,‘I’m amazed I lived to tell the tale’: Award-winning photographer on a life spent in the wild,CNN,2024-09-13,"Playing safe is not an option for wildlife photographer Greg du Toit. The South African has spent the past two decades photographing lions, rhinos and elephants, embracing more adventure and danger than most people will experience in a lifetime.",style
https://edition.cnn.com/2024/09/06/style/worlds-most-iconic-tennis-courts/index.html,Awe-inspiring images of the world’s most remarkable tennis courts,CNN,2024-09-06,"To the untrained eye, a tennis court is merely an amalgamation of nine parallel and perpendicular lines, converging to define the limitations of movement for both ball and player. But to American photographer and journalist Nick Pachelli, a tennis court is the harmonious union of surface, sound, and spectators, complemented by the natural elements and the inherent intensity of tennis.",style
https://edition.cnn.com/2024/09/11/style/video/lg-display-stretchable-screens-digvid,This tech company thinks we’ll be wearing screens one day,CNN,2024-09-11,This tech company thinks we’ll be wearing screens one day,style
https://edition.cnn.com/2024/09/12/style/chappell-roan-vma-andrew-dahling/index.html,‘It’s not meant to look classically beautiful’: Chappell Roan’s makeup artist breaks down her VMAs look,CNN,2024-09-12,"How many modern-day pop stars are taking makeup cues from the 15th century? At least one. The 26-year-old musician, Chappell Roan, made her hotly-anticipated VMA debut last night — arriving on the red carpet in a sheer Y/Project dress, thigh-high knight boots and a face painted like a spectral Renaissance woman.",style
https://edition.cnn.com/2024/08/22/style/beyonce-whiskey-sirdavis-lvmh/index.html,Beyoncé launches whiskey inspired by ‘moonshiner’ great-grandfather,CNN,2024-08-22,"“Bottle in my hand, the whiskey up high,” Beyoncé sang on her latest album “Cowboy Carter,” released earlier this year.",style
https://edition.cnn.com/2024/08/04/style/miss-usa-winner-alma-cooper-michigan/index.html,"New Miss USA crowned, capping tumultuous year of pageant controversy",CNN,2024-08-04,"Michigan’s Alma Cooper, a US Army officer, was named Miss USA on Sunday, becoming the third person to hold the title this year following the shock resignation of 2023’s winner.",style
https://edition.cnn.com/2024/09/05/style/burj-azizi-dubai-second-tallest-building-hnk-spc-intl/index.html,"Dubai is home to world’s tallest skyscraper. Now it’s building the second-tallest, too",CNN,2024-09-05,"Dubai’s super-sized skyline is already home to the world’s tallest skyscraper. Now, it is set to welcome the world’s second tallest, too.",style
https://edition.cnn.com/2024/09/12/style/sabrina-carpenter-madonna-gown-vmas/index.html,Look of the Week: Sabrina Carpenter honors Madonna in vintage Oscars gown,CNN,2024-09-12,Madonna was everywhere at this year’s MTV Video Music Awards in New York — and she wasn’t even there.,style
https://edition.cnn.com/style/cairo-forbes-international-tower-hydrogen-nac-spc/index.html,Hydrogen-powered skyscraper set for Egypt’s new capital,CNN,2024-09-04,"Egypt’s “New Administrative Capital,” a new city deep into construction outside Cairo, has prompted plenty of blue-sky thinking. But few ideas have been as ambitious as powering a skyscraper with hydrogen.",style
https://edition.cnn.com/2024/08/29/style/south-korea-k-pop-idols-tv-show-intl-hnk/index.html,Grit and glamour: Behind-the-scenes docuseries asks what it takes to become a K-pop idol,CNN,2024-08-29,"A new docuseries gives viewers an intimate look at the lives and struggles of K-pop stars, exploring the true cost of making it in South Korea’s cut-throat music industry.",style
https://edition.cnn.com/2024/09/03/style/video/new-york-moma-quest-qmb-digvid,Hear why New York’s MOMA director worries about the weather,CNN,2024-09-03,Hear why New York’s MOMA director worries about the weather,style
https://edition.cnn.com/2024/07/23/style/brat-summer-green-explained/index.html,How this ‘off-putting’ color shaded the internet and beyond,CNN,2024-07-23,"A specific shade of retina-singeing chartreuse has become the defining color of summer 2024. Similar to the text message bubble sent from your iPhone, the vivid hue sits somewhere between 360 and 375 on the Pantone color chart. It is, of course, Brat green.",style
https://edition.cnn.com/2024/09/15/style/queen-victoria-tuscan-villa-intl-scli/index.html,Queen Victoria’s favorite Tuscan villa for sale for more than $55 million,CNN,2024-09-15,"Once a favored holiday destination for Queen Victoria, and reputedly described in one of the greatest works of Italian literature, the Villa Palmieri is steeped in history and could now be yours – if you have more than €50 million ($55 million) lying around.",style
https://edition.cnn.com/2024/09/12/style/taylor-swifts-dior-vmas-red-carpet/index.html,Taylor Swift’s tartan VMAs look was an edgy step away from her signature style,CNN,2024-09-12,"Taylor Swift was among the many stars to channel ’90s fashion at the MTV Video Music Awards on Wednesday, wearing a chic taffeta bustier and skirt by Dior.",style
https://edition.cnn.com/2024/08/16/style/skincare-movie-dawn-daluise/index.html,A celebrity facialist’s murder-for-hire case was worthy of a Hollywood thriller. Now it is one,CNN,2024-08-16,"When former “facialist to the stars” Dawn DaLuise received a sudden stream of text messages in late June, it triggered memories of the months-long stalking campaign that derailed her beauty career and landed her in jail charged with soliciting murder.",style
https://edition.cnn.com/2024/09/01/style/crop-tops-middle-age-essay/index.html,I’m 36 — when do I have to give up crop tops?,CNN,2024-09-01,"As a pre-teen in Y2K, the (small) shadows of crop tops loomed large. They were an inescapable fixture of red carpets and pop culture: Keira Knightley paired them with impossibly low-slung pants and Aaliyah with Tommy Hilfiger boxer-briefs, while the cast of “Buffy” battled vampires in short sweaters and tanks. In a decade when unforgiving low-rise jeans were the norm — and criticism over women’s bodies perfunctory — crop tops were not casual, easy wear; any softness of the torso was considered an aberration. I came of age on celebrity magazines and early gossip blogs that trained my eye to notice even the smallest deviations from thinness. You had to earn your stomach before showing it off.",style
https://edition.cnn.com/2024/09/09/style/north-carolina-us-constitution-auction/index.html,"Long-lost copy of the US Constitution, found in North Carolina filing cabinet, heads to auction",CNN,2024-09-09,"Historical document appraiser and collector Seth Kaller spreads a broad sheet of paper across a desk. It’s in good enough condition that he can handle it, carefully, with clean, bare hands. There are just a few creases and tiny discolorations, even though it’s just a few weeks shy of 237 years old and has spent who knows how long inside a filing cabinet in North Carolina.",style
https://edition.cnn.com/2024/09/11/style/red-carpet-looks-mtv-vmas-2024/index.html,The best red carpet looks from MTV’s Video Music Awards 2024,CNN,2024-09-11,"MTV’s Video Music Awards (VMAs) were pushed back a day to avoid clashing with the US presidential debate between Donald Trump and Kamala Harris, so all eyes were on New York’s UBS Arena Wednesday night.",style
https://edition.cnn.com/2024/08/26/style/denmark-le-bruun-coin-collection-auction/index.html,What could be the world’s most expensive coin collection is going up for auction — after being banned from sale for a century,CNN,2024-08-26,"Following the death of the Danish butter magnate Lars Emil Bruun in 1923, his will had a curious order: His vast accumulation of coins, notes and medals, amassed over more than six decades, should be held as an emergency reserve for Denmark’s national collection in case it were ever destroyed. After a century, if all was well, his own cache could finally be sold to benefit his descendants.",style
https://edition.cnn.com/2024/08/15/style/babe-ruth-called-shot-jersey-heritage-auctions/index.html,Iconic Babe Ruth jersey sells for record $24 million,CNN,2024-08-15,The jersey that legendary New York Yankees player Babe Ruth wore when he hit one of baseball’s most famous home runs sold for $24.12 million on Sunday — making it the world’s most valuable sports collectible.,style
https://edition.cnn.com/2024/07/17/style/cloudboom-strike-spray-on-running-shoes/index.html,Marathon-winning ‘spray-on’ running shoes could shake up Olympics,CNN,2024-07-17,"We’ve seen spray-on hair, a spray-on dress and now — marathon-winning spray-on shoes.",style
https://edition.cnn.com/style/article/moshe-safdie-architect-singapore/index.html,"‘My beliefs haven’t changed’: From social housing to skyscrapers, architect Moshe Safdie is still an idealist",CNN,2022-09-23,"There are few buildings that have more drastically shaped a city’s image than Marina Bay Sands. Just as the Eiffel Tower and Burj Khalifa define the skylines of Paris and Dubai, the soaring three-tower resort, joined across the top by a horizontal “skypark” and the world’s most famous infinity pool, is an icon both in and of Singapore.",style
https://edition.cnn.com/2021/08/12/style/why-friday-13-unlucky-explained/index.html,Why is Friday the 13th unlucky? The cultural origins of an enduring superstition,CNN,2021-08-12,"When it comes to bad luck, there are few superstitions as pervasive in Western culture as that of Friday the 13th. Like crossing paths with a black cat and breaking a mirror, the notion of a day that can bring misfortune is deeply embedded — even if believers can’t quite explain why.",style
https://edition.cnn.com/style/yushi-li-the-smothering-dream-snap/index.html,How this dream-like photo challenges notions of the male gaze,CNN,2023-08-03,"A group of men lie at the foot of a sofa, their naked bodies peeking out through a carpet of rose petals. Some look toward the photograph’s protagonist, an Asian woman in a lime green dress laying across the cushioned loveseat. Others gaze away, seemingly indifferent, as if caught in some sort of hazy spell.",style
https://edition.cnn.com/2024/07/01/style/how-britains-political-parties-got-their-colors/index.html,How Britain’s political parties got their colors,CNN,2024-07-01,"With the UK’s general election just days away, British voters have seen their TV screens, mailboxes and newsfeeds fill with color.",style
https://edition.cnn.com/2024/08/10/style/south-korea-beauty-tourism/index.html,What it’s like to undergo 15 beauty treatments in just 3 days in South Korea,CNN,2024-08-10,"At the beginning of the year, Yerim Lee landed in Seoul, South Korea with the intention of spending around a week there with her extended family — and undertaking a serious, fast-tracked regime of beauty treatments.",style
https://edition.cnn.com/2024/08/13/style/china-sponge-cities-kongjian-yu-hnk-intl/index.html,Why turning cities into ‘sponges’ could help fight flooding,CNN,2024-08-13,Most architects look to control nature; Kongjian Yu wants it to take over.,style
https://edition.cnn.com/2024/09/06/style/video/pharrell-g-dragon-private-collection-digvid,Pharrell on how luxury collectors have changed: ‘They’re walking in Yeezys’,CNN,2024-09-06,Pharrell on how luxury collectors have changed: ‘They’re walking in Yeezys’,style
https://edition.cnn.com/style/article/liu-heung-shing-coca-cola-snap-mic-intl-hnk/index.html,Photo of a man posing with a Coca-Cola bottle in 1981 symbolized a cultural shift in China,CNN,2023-01-24,"A young man stands grinning in Beijing’s Forbidden City. It’s the dead of winter, and one of his hands is buried deep into the pockets of his long overcoat to protect it from the chill. The other grasps the unmistakable contours of a glass Coca-Cola bottle.",style
https://edition.cnn.com/2024/08/19/style/sculptural-nail-art-manicures/index.html,The creatives pushing nail art to sculptural new lengths,CNN,2024-08-19,"When celebrity nail artist Juan Alvear first started doing nails in 2016, his deliberately “messy” and outlandish manicures would often extend through his clients’ hands and knuckles. There were large swatches of Barbie pink paint, abstract doodles rendered in glow-in-the-dark neons, and wiggly line work in deep blue polish that resembled a stormy sea.",style
https://edition.cnn.com/2024/08/15/style/saints-sinners-exhibition-montreal/index.html,Were these Renaissance masterpieces some of the world’s first ‘viral images’?,CNN,2024-08-15,"What did it mean to go viral at the height of the Renaissance? In Northern Belgium, which underwent a meteoric socioeconomic boom between the 15th and 18th centuries, it was through art, as a budding upper middle class in search of status symbols radically shifted how paintings were commissioned, and new mass-printing technology disseminated imagery far and wide.",style
https://edition.cnn.com/2024/08/29/style/joe-ando-ella-emhoff-dnc-dress/index.html,Meet the TikToker behind Ella Emhoff’s internet-breaking DNC dress,CNN,2024-08-29,"“It was cool,” says the 28-year-old viral TikToker and Fashion Institute of Technology graduate Joe Ando, on seeing his creation live on TV at the Democratic National Convention last week. “I wish I had a better word to describe it than cool.”",style
https://edition.cnn.com/2024/09/10/style/video/get-ready-with-me-videos-digvid,"Many viral makeup videos have nothing to do with makeup. So, why are they so addictive?",CNN,2024-09-10,"Many viral makeup videos have nothing to do with makeup. So, why are they so addictive?",style
https://edition.cnn.com/2024/09/08/style/pharrell-williams-joopiter-g-dragon-k-pop-seoul-auction-hnk-intl/index.html,Pharrell’s Joopiter puts on sale of K-pop star G-Dragon’s prized possessions,CNN,2024-09-08,"Near Seoul’s Gyeongbokgung Palace, a hotly anticipated auction is being brought to life by two global celebrities: American singer and Louis Vuitton men’s creative director, Pharrell Williams, and South Korea’s trailblazing K-pop star, G-Dragon.",style
https://edition.cnn.com/2024/08/30/style/venice-film-festival-2024-red-carpet/index.html,Old Hollywood glamour hits the Venice Film Festival red carpet,CNN,2024-08-30,"What year is it again? Some of the looks on the red carpet at the 81st Venice Film Festival could suggest the year was 1924, rather than 2024. Since the 11 day event began on August 28, attendees have given elegant nods to old Hollywood glamour: from time-honored dress silhouettes to vintage-inspired accessories.",style
https://edition.cnn.com/2024/09/08/style/maine-auction-attic-portrait-rembrandt/index.html,A portrait found in a Maine attic unexpectedly sold for $1.4M. Could it be a long-lost Rembrandt?,CNN,2024-09-08,"During a routine house call to a private estate in Camden, Maine, auctioneer Kaja Veilleux made an unexpected discovery in the property’s attic: A 17th-century painting of a young woman wearing a cap and ruffled collar.",style
https://edition.cnn.com/style/article/sunil-gupta-india-gate-snap/index.html,This photo of male intimacy in 1980s India was more subversive than it seems,CNN,2023-02-08,"To passersby, the sight of two men embracing besides New Delhi’s India Gate in 1986 might have seemed unremarkable. In a city where public displays of platonic male affection are relatively commonplace, it was photographer Sunil Gupta who attracted more attention at the time.",style
https://edition.cnn.com/2024/09/11/style/new-statues-queen-elizabeth-ii-reaction-intl-scli-gbr/index.html,New sculpture of late Queen Elizabeth II and Prince Philip – plus corgis – divides opinion,CNN,2024-09-11,"A newly unveiled sculpture of Queen Elizabeth II, Prince Philip and two corgis in Northern Ireland, intended to pay tribute to the late monarch, has received somewhat mixed reviews from the public.",style
https://edition.cnn.com/2024/08/15/style/new-york-city-plus-pool-location/index.html,New York City is one step closer to getting its long-awaited floating East River pool,CNN,2024-08-15,"For nearly a decade and a half, New Yorkers have awaited the arrival of a self-filtering, cross-shaped pool floating in the city’s East River after the proposal was partially crowdfunded and eventually approved by the city.",style
https://edition.cnn.com/2024/09/09/style/nyfw-ss25-highlights/index.html,New York Fashion Week: Highlights from the Spring-Summer 2025 runways,CNN,2024-09-09,"Over the past few days in New York City — and a little further afield, on Long Island — mainstay brands like Ralph Lauren, Coach, Tommy Hilfiger and Tory Burch looked to reinvigorate or redefine the classics, while labels including Alaïa and Off-White, who typically show in Paris, crossed the pond to define what American fashion means to them.",style
